bet0_f,spe1,s,maxstp,EP_dens_on,Bdens,Adens,Beam Ion Effective Temp(keV),Ion Temp(keV),Thermal Pressure(kPa),Tor Rot(km/s),gam,om_r,gam_var,om_r_var
0.0029,1,5000000.0,2500,1,0.6,2,60,0,0,0,0.0052068908333333325,0.005843282500000001,1.3926801399275357e-08,4.905860567391297e-09
0.0029,1,5000000.0,2500,1,0.6,5,0,0,0,0,0.0052071025,0.005844722499999999,1.3753074054347829e-08,1.670442997608697e-08
0.0029,1,5000000.0,2500,1,0.6,5,10,0,0,0,0.005216787916666667,0.005859104583333334,1.2455129582427543e-08,6.774773956340573e-09
0.0029,1,5000000.0,2500,1,0.6,5,20,0,0,0,0.00521855,0.005864082083333333,1.2071136773913046e-08,3.974972112862311e-09
0.0029,1,5000000.0,2500,1,0.6,5,30,0,0,0,0.005213877083333333,0.005855372916666667,1.281832908242755e-08,4.471034047644919e-09
0.0029,1,5000000.0,2500,1,0.6,5,40,0,0,0,0.0050300058333333335,0.005108285416666666,1.0262855918188406e-07,1.0352519228606885e-06
0.0029,1,5000000.0,2500,1,0.6,5,60,0,0,0,0.005217852916666667,0.005822315416666667,1.4513956273731893e-08,9.852443104166661e-09
0.0029,1,5000000.0,2500,1,0.6,8,0,0,0,0,0.005136813333333333,0.005524314166666666,5.74466024144928e-08,4.936332900601448e-07
0.0029,1,5000000.0,2500,1,0.6,8,10,0,0,0,0.005212205,0.0058036641666666675,1.6840267182608713e-08,3.3312540425362345e-08
0.0029,1,5000000.0,2500,1,0.6,8,20,0,0,0,0.0051245250000000004,0.005483115,6.729474564347826e-08,5.815777937217393e-07
0.0029,1,5000000.0,2500,1,0.6,8,30,0,0,0,0.005169762083333334,0.005638617500000001,3.9228496695471e-08,2.6951027342826083e-07
0.0029,1,5000000.0,2500,1,0.6,8,40,0,0,0,0.004668679583333334,0.0038244083333333332,9.294835856938405e-08,1.1054090920318838e-06
0.0029,1,5000000.0,2500,1,0.6,8,60,0,0,0,0.005090169166666666,0.005306084583333333,1.0460684455579711e-07,1.0347871225824274e-06
0.0029,1,5000000.0,2500,1,0.6,10,0,0,0,0,0.005120049166666666,0.005465609166666666,7.558083931231884e-08,7.309127900166668e-07
0.0029,1,5000000.0,2500,1,0.6,10,10,0,0,0,0.005204254166666667,0.005731819166666668,2.3806226207970998e-08,1.2202107206014487e-07
0.0029,1,5000000.0,2500,1,0.6,10,20,0,0,0,0.005125926666666667,0.005463638749999999,7.412389734492753e-08,6.992370340983695e-07
0.0029,1,5000000.0,2500,1,0.6,10,30,0,0,0,0.005208498333333333,0.00575859625,2.0386633849275382e-08,9.012880747663043e-08
0.0029,1,5000000.0,2500,1,0.6,10,40,0,0,0,0.005002238333333333,0.004955503333333333,1.4149753538840584e-07,1.4945597610405795e-06
0.0029,1,5000000.0,2500,1,0.6,10,60,0,0,0,0.005223633750000001,0.0057897608333333335,1.5447274120108677e-08,3.375369382536232e-08
0.0029,1,5000000.0,2500,1,0.9,0.5,0,0,0,0,0.0052083258333333335,0.005787175833333332,1.4378241173188398e-08,5.310972465144923e-08
0.0029,1,5000000.0,2500,1,0.9,0.5,10,0,0,0,0.005229669166666667,0.005863615416666666,1.1678553155797112e-08,3.2567336085144907e-09
0.0029,1,5000000.0,2500,1,0.9,0.5,20,0,0,0,0.0052211637500000005,0.005850992916666666,1.1976658728804357e-08,3.962418091123201e-09
0.0029,1,5000000.0,2500,1,0.9,0.5,30,0,0,0,0.00522561875,0.005835404999999999,1.1538027837499991e-08,4.317485626086951e-09
0.0029,1,5000000.0,2500,1,0.9,0.5,40,0,0,0,0.00523246875,0.005840585,1.1563705133152162e-08,3.4853104956521733e-09
0.0029,1,5000000.0,2500,1,0.9,0.5,60,0,0,0,0.005224704583333333,0.005837680833333333,1.2222664765036239e-08,3.782687138405794e-09
0.0029,1,5000000.0,2500,1,0.9,2,0,0,0,0,0.005223932916666667,0.005885340416666667,1.1410305204166678e-08,3.368536525905796e-09
0.0029,1,5000000.0,2500,1,0.9,2,10,0,0,0,0.00522406625,0.005866874166666667,1.1880471859239144e-08,3.669559686231885e-09
0.0029,1,5000000.0,2500,1,0.9,2,20,0,0,0,0.005115819166666666,0.0054460212499999995,5.041869599057967e-08,4.74114166785326e-07
0.0029,1,5000000.0,2500,1,0.9,2,30,0,0,0,0.005228265833333333,0.00584961125,1.1674403973188427e-08,3.695950124456525e-09
0.0029,1,5000000.0,2500,1,0.9,2,40,0,0,0,0.00519922625,0.005779115833333334,1.636390685054347e-08,3.232975486884055e-08
0.0029,1,5000000.0,2500,1,0.9,2,60,0,0,0,0.0051683279166666665,0.0056183175,3.1186293051992784e-08,1.8112442061956515e-07
0.0029,1,5000000.0,2500,1,0.9,5,0,0,0,0,0.005233297916666667,0.005873532916666667,1.0517330425905792e-08,3.740254534601451e-09
0.0029,1,5000000.0,2500,1,0.9,5,10,0,0,0,0.005243650416666666,0.005859435833333333,9.822524386775351e-09,3.275925747101439e-09
0.0029,1,5000000.0,2500,1,0.9,5,20,0,0,0,0.005178682083333334,0.005652773333333333,2.608828231286232e-08,1.8769226669275357e-07
0.0029,1,5000000.0,2500,1,0.9,5,30,0,0,0,0.004828062916666666,0.0043792129166666666,1.2023880512590579e-07,1.363933489525906e-06
0.0029,1,5000000.0,2500,1,0.9,5,40,0,0,0,0.0052453175,0.005848685416666667,9.747495132608702e-09,3.142784921557973e-09
0.0029,1,5000000.0,2500,1,0.9,5,60,0,0,0,0.005134220000000001,0.005427415416666667,6.039453075652171e-08,5.756247080346016e-07
0.0029,1,5000000.0,2500,1,0.9,8,0,0,0,0,0.005162572916666667,0.005633452916666668,3.453692804764489e-08,3.0568569922155793e-07
0.0029,1,5000000.0,2500,1,0.9,8,10,0,0,0,0.005166658333333333,0.005568261666666667,3.8251346240579705e-08,3.397880179275363e-07
0.0029,1,5000000.0,2500,1,0.9,8,20,0,0,0,0.004933988333333333,0.004755623333333333,1.1456763452753623e-07,1.2626865748231883e-06
0.0029,1,5000000.0,2500,1,0.9,8,30,0,0,0,0.005195666666666667,0.005676758333333334,2.269026871884062e-08,1.5354241930144926e-07
0.0029,1,5000000.0,2500,1,0.9,8,40,0,0,0,0.005186939583333334,0.005615858750000001,3.000583515199277e-08,2.323252225940218e-07
0.0029,1,5000000.0,2500,1,0.9,8,60,0,0,0,0.004916474166666667,0.004639100833333333,1.3025065288623189e-07,1.390218875607971e-06
0.0029,1,5000000.0,2500,1,0.9,10,0,0,0,0,0.0052246075,0.005819935833333334,1.273136652391304e-08,4.598384348623188e-08
0.0029,1,5000000.0,2500,1,0.9,10,10,0,0,0,0.0051457475,0.0055120375,4.454549748043479e-08,4.242831522369564e-07
0.0029,1,5000000.0,2500,1,0.9,10,20,0,0,0,0.004634917083333333,0.0036433870833333334,8.782957463894922e-08,1.0162729267780795e-06
0.0029,1,5000000.0,2500,1,0.9,10,30,0,0,0,0.005245974166666667,0.00583696875,9.516378877536219e-09,4.309372107065213e-09
0.0029,1,5000000.0,2500,1,0.9,10,40,0,0,0,0.004979248333333333,0.004861484166666667,1.0990683759710141e-07,1.1657407361210146e-06
0.0029,1,5000000.0,2500,1,0.9,10,60,0,0,0,0.005224530000000001,0.00578682875,1.1867181869565198e-08,2.4664510428804317e-08
0.0048000000000000004,1,5000000.0,2500,1,0.1,0.5,0,0,0,0,0.00517373625,0.0057281954166666675,2.2100703650543464e-08,1.3832203423460142e-07
0.0048000000000000004,1,5000000.0,2500,1,0.1,0.5,10,0,0,0,0.005227880416666666,0.005886575416666667,1.0942990143297117e-08,3.2663273302536203e-09
0.0048000000000000004,1,5000000.0,2500,1,0.1,0.5,20,0,0,0,0.005226660833333334,0.0058734275,1.1352121381884075e-08,3.427801636956511e-09
0.0048000000000000004,1,5000000.0,2500,1,0.1,0.5,30,0,0,0,0.005160874166666667,0.0056078362500000005,2.608127619927539e-08,1.7182997493750002e-07
0.0048000000000000004,1,5000000.0,2500,1,0.1,0.5,40,0,0,0,0.0052269816666666675,0.005846564166666666,1.1767025971014495e-08,3.5850268514492575e-09
0.0048000000000000004,1,5000000.0,2500,1,0.1,0.5,60,0,0,0,0.005226759166666667,0.005841155,1.2170250294927523e-08,3.684723095652181e-09
0.0048000000000000004,1,5000000.0,2500,1,0.1,2,0,0,0,0,0.0180954,0.158224,0.0,0.0
0.0048000000000000004,1,5000000.0,2500,1,0.1,2,10,0,0,0,0.0210564,0.171582,0.0,0.0
0.0048000000000000004,1,5000000.0,2500,1,0.1,2,20,0,0,0,0.0191322,0.18215499999999998,0.0,8.038664115703245e-34
0.0048000000000000004,1,5000000.0,2500,1,0.1,2,30,0,0,0,0.014358500000000001,0.190511,3.14010317019658e-36,0.0
0.0048000000000000004,1,5000000.0,2500,1,0.1,2,40,0,0,0,0.0069498662500000015,0.17735104999999998,2.57586186415761e-07,0.0020748191811773915
0.0048000000000000004,1,5000000.0,2500,1,0.1,2,60,0,0,0,0.005205341666666667,0.0058158033333333345,1.5018376971014516e-08,9.004524475362314e-09
0.0048000000000000004,1,5000000.0,2500,1,0.1,5,0,0,0,0,0.0459394,0.145453,0.0,0.0
0.0048000000000000004,1,5000000.0,2500,1,0.1,5,10,0,0,0,0.04522980000000001,0.161856,5.024165072314528e-35,0.0
0.0048000000000000004,1,5000000.0,2500,1,0.1,5,20,0,0,0,0.0426348,0.17586899999999997,0.0,8.038664115703245e-34
0.0048000000000000004,1,5000000.0,2500,1,0.1,5,30,0,0,0,0.0386976,0.187458,0.0,0.0
0.0048000000000000004,1,5000000.0,2500,1,0.1,5,40,0,0,0,0.0334625,0.196924,0.0,0.0
0.0048000000000000004,1,5000000.0,2500,1,0.1,5,60,0,0,0,0.02039,0.21051699999999998,0.0,8.038664115703245e-34
0.0048000000000000004,1,5000000.0,2500,1,0.1,8,0,0,0,0,0.0621006,0.13977,0.0,0.0
0.0048000000000000004,1,5000000.0,2500,1,0.1,8,10,0,0,0,0.0617203,0.157426,0.0,0.0
0.0048000000000000004,1,5000000.0,2500,1,0.1,8,20,0,0,0,0.058630800000000004,0.17258699999999996,5.024165072314528e-35,8.038664115703245e-34
0.0048000000000000004,1,5000000.0,2500,1,0.1,8,30,0,0,0,0.0540303,0.185535,0.0,0.0
0.0048000000000000004,1,5000000.0,2500,1,0.1,8,40,0,0,0,0.0482854,0.196346,0.0,0.0
0.0048000000000000004,1,5000000.0,2500,1,0.1,8,60,0,0,0,0.0343619,0.211834,0.0,0.0
0.0048000000000000004,1,5000000.0,2500,1,0.1,10,0,0,0,0,0.0705539,0.136778,0.0,0.0
0.0048000000000000004,1,5000000.0,2500,1,0.1,10,10,0,0,0,0.0705488,0.155407,0.0,0.0
0.0048000000000000004,1,5000000.0,2500,1,0.1,10,20,0,0,0,0.0674288,0.171405,0.0,0.0
0.0048000000000000004,1,5000000.0,2500,1,0.1,10,30,0,0,0,0.0624642,0.185133,0.0,0.0
0.0048000000000000004,1,5000000.0,2500,1,0.1,10,40,0,0,0,0.056195,0.19667200000000004,0.0,8.038664115703245e-34
0.0048000000000000004,1,5000000.0,2500,1,0.1,10,60,0,0,0,0.0409984,0.21313799999999997,0.0,8.038664115703245e-34
0.0048000000000000004,1,5000000.0,2500,1,0.3,0.5,0,0,0,0,0.005223233333333334,0.005919408750000001,1.1184966049275377e-08,3.1348407331521686e-09
0.0048000000000000004,1,5000000.0,2500,1,0.3,0.5,10,0,0,0,0.005219184583333334,0.005881628333333333,1.1406008408514497e-08,3.781246597101456e-09
0.0048000000000000004,1,5000000.0,2500,1,0.3,0.5,20,0,0,0,0.00522545375,0.005863355000000001,1.1342417798369573e-08,3.5976086000000007e-09
0.0048000000000000004,1,5000000.0,2500,1,0.3,0.5,30,0,0,0,0.005200609166666667,0.005796410416666666,1.3154937660144937e-08,1.9232579404166663e-08
0.0048000000000000004,1,5000000.0,2500,1,0.3,0.5,40,0,0,0,0.0052251649999999995,0.005851297916666667,1.190658900869565e-08,3.5755245041666583e-09
0.0048000000000000004,1,5000000.0,2500,1,0.3,0.5,60,0,0,0,0.0052240925,0.0058349108333333325,1.2383688489130447e-08,3.980198764492762e-09
0.0048000000000000004,1,5000000.0,2500,1,0.3,2,0,0,0,0,0.011065899999999998,0.165403,3.14010317019658e-36,0.0
0.0048000000000000004,1,5000000.0,2500,1,0.3,2,10,0,0,0,0.012432900000000002,0.175034,3.14010317019658e-36,0.0
0.0048000000000000004,1,5000000.0,2500,1,0.3,2,20,0,0,0,0.00980018,0.183971,0.0,0.0
0.0048000000000000004,1,5000000.0,2500,1,0.3,2,30,0,0,0,0.004937620416666667,0.00483124,7.641474696938412e-08,8.307712240434783e-07
0.0048000000000000004,1,5000000.0,2500,1,0.3,2,40,0,0,0,0.005196221666666666,0.005843535416666666,1.4840523849275368e-08,8.105965512862312e-09
0.0048000000000000004,1,5000000.0,2500,1,0.3,2,60,0,0,0,0.0052097516666666675,0.005843919166666667,1.4700370692753627e-08,4.813971886231876e-09
0.0048000000000000004,1,5000000.0,2500,1,0.3,5,0,0,0,0,0.006073007083333334,0.049309225000000005,1.733776107606884e-07,0.0004398514845236956
0.0048000000000000004,1,5000000.0,2500,1,0.3,5,10,0,0,0,0.010978300000000002,0.17615499999999998,3.14010317019658e-36,8.038664115703245e-34
0.0048000000000000004,1,5000000.0,2500,1,0.3,5,20,0,0,0,0.0100769,0.18578400000000003,0.0,8.038664115703245e-34
0.0048000000000000004,1,5000000.0,2500,1,0.3,5,30,0,0,0,0.004719851666666667,0.039670789166666665,1.9455369236231874e-07,0.0006309938513975383
0.0048000000000000004,1,5000000.0,2500,1,0.3,5,40,0,0,0,0.0072958400000000005,0.0641462,7.85025792549145e-37,0.0
0.0048000000000000004,1,5000000.0,2500,1,0.3,5,60,0,0,0,0.00970995,0.0695292,0.0,0.0
0.0048000000000000004,1,5000000.0,2500,1,0.3,8,0,0,0,0,0.00865707,0.041482,0.0,0.0
0.0048000000000000004,1,5000000.0,2500,1,0.3,8,10,0,0,0,0.007323089166666667,0.04879810833333333,1.0067001905797116e-09,5.206511231883967e-09
0.0048000000000000004,1,5000000.0,2500,1,0.3,8,20,0,0,0,0.00813356,0.062632,0.0,0.0
0.0048000000000000004,1,5000000.0,2500,1,0.3,8,30,0,0,0,0.0112846,0.0647033,0.0,0.0
0.0048000000000000004,1,5000000.0,2500,1,0.3,8,40,0,0,0,0.0127214,0.0675105,0.0,0.0
0.0048000000000000004,1,5000000.0,2500,1,0.3,8,60,0,0,0,0.013324,0.0721569,0.0,0.0
0.0048000000000000004,1,5000000.0,2500,1,0.3,10,0,0,0,0,0.012634008333333334,0.06093695416666667,1.329710144926701e-13,2.312862318849374e-13
0.0048000000000000004,1,5000000.0,2500,1,0.3,10,10,0,0,0,0.013273,0.0643075,0.0,0.0
0.0048000000000000004,1,5000000.0,2500,1,0.3,10,20,0,0,0,0.0139556,0.0663578,0.0,0.0
0.0048000000000000004,1,5000000.0,2500,1,0.3,10,30,0,0,0,0.0147831,0.0684821,0.0,0.0
0.0048000000000000004,1,5000000.0,2500,1,0.3,10,40,0,0,0,0.0150415,0.0707008,0.0,0.0
0.0048000000000000004,1,5000000.0,2500,1,0.3,10,60,0,0,0,0.0139528,0.0743199,0.0,0.0
0.0048000000000000004,1,5000000.0,2500,1,0.6,0.5,0,0,0,0,0.005205097916666666,0.005865811249999999,1.2720638973731885e-08,1.9852746289673907e-08
0.0048000000000000004,1,5000000.0,2500,1,0.6,0.5,10,0,0,0,0.005229340416666666,0.005885032916666667,1.118369860416667e-08,3.2156581954710086e-09
0.0048000000000000004,1,5000000.0,2500,1,0.6,0.5,20,0,0,0,0.0052231425,0.005875245,1.154127359347825e-08,3.528941765217402e-09
0.0048000000000000004,1,5000000.0,2500,1,0.6,0.5,30,0,0,0,0.0052266874999999996,0.00586034625,1.1584406002173925e-08,3.498397511413044e-09
0.0048000000000000004,1,5000000.0,2500,1,0.6,0.5,40,0,0,0,0.005223763333333333,0.0058373266666666675,1.1671578805797112e-08,4.527406857971017e-09
0.0048000000000000004,1,5000000.0,2500,1,0.6,0.5,60,0,0,0,0.005212496666666667,0.005783535833333333,1.3617235353623205e-08,1.6069087973188404e-08
0.0048000000000000004,1,5000000.0,2500,1,0.6,2,0,0,0,0,0.005210980416666666,0.005925828333333333,1.1074443830253631e-08,4.037261762318848e-09
0.0048000000000000004,1,5000000.0,2500,1,0.6,2,10,0,0,0,0.005150099583333333,0.005647974166666667,2.5677854734601423e-08,1.5267083771231884e-07
0.0048000000000000004,1,5000000.0,2500,1,0.6,2,20,0,0,0,0.0052177483333333335,0.005872187500000001,1.2320046466666668e-08,4.092424028260866e-09
0.0048000000000000004,1,5000000.0,2500,1,0.6,2,30,0,0,0,0.005146725,0.005615149583333334,2.977552366086956e-08,1.752866365172102e-07
0.0048000000000000004,1,5000000.0,2500,1,0.6,2,40,0,0,0,0.0052181675,0.00586306125,1.2992074758695645e-08,3.886379046195648e-09
0.0048000000000000004,1,5000000.0,2500,1,0.6,2,60,0,0,0,0.005215115416666667,0.005854040416666667,1.3618675312862326e-08,4.124864230253627e-09
0.0048000000000000004,1,5000000.0,2500,1,0.6,5,0,0,0,0,0.005024191666666667,0.0052259975,8.581496568405794e-08,9.121282824804348e-07
0.0048000000000000004,1,5000000.0,2500,1,0.6,5,10,0,0,0,0.005173873333333333,0.005733358333333334,2.5763762362318828e-08,1.265103060057971e-07
0.0048000000000000004,1,5000000.0,2500,1,0.6,5,20,0,0,0,0.00520344125,0.005818086666666666,1.7214216889673907e-08,3.6118487431884033e-08
0.0048000000000000004,1,5000000.0,2500,1,0.6,5,30,0,0,0,0.005184398333333334,0.00574535,2.5747781231884064e-08,1.1186670206086961e-07
0.0048000000000000004,1,5000000.0,2500,1,0.6,5,40,0,0,0,0.00521705125,0.005864724999999999,1.2761843533152172e-08,4.108545608695657e-09
0.0048000000000000004,1,5000000.0,2500,1,0.6,5,60,0,0,0,0.005175632083333334,0.005696532083333333,3.2725390173731866e-08,1.940592975302536e-07
0.0048000000000000004,1,5000000.0,2500,1,0.6,8,0,0,0,0,0.005186710416666666,0.006055349583333334,2.1479085812862315e-08,2.405072842563405e-07
0.0048000000000000004,1,5000000.0,2500,1,0.6,8,10,0,0,0,0.005163867916666666,0.005664982916666666,3.813285034764492e-08,2.491984593780798e-07
0.0048000000000000004,1,5000000.0,2500,1,0.6,8,20,0,0,0,0.005223992916666666,0.005873397916666666,1.2284670673731883e-08,3.65853562590578e-09
0.0048000000000000004,1,5000000.0,2500,1,0.6,8,30,0,0,0,0.005053531666666666,0.005185709583333333,1.253824909884058e-07,1.2934982954389492e-06
0.0048000000000000004,1,5000000.0,2500,1,0.6,8,40,0,0,0,0.0051826,0.005704557916666666,3.2528618504347806e-08,1.810383797824275e-07
0.0048000000000000004,1,5000000.0,2500,1,0.6,8,60,0,0,0,0.00497850125,0.08371968375,1.0223983422027175e-06,0.012671836730360363
0.0048000000000000004,1,5000000.0,2500,1,0.6,10,0,0,0,0,0.0050088720833333334,0.00511501125,1.1648310604329712e-07,1.3149127709157608e-06
0.0048000000000000004,1,5000000.0,2500,1,0.6,10,10,0,0,0,0.005062616666666667,0.005278139166666667,1.1112093426666662e-07,1.1744013903731884e-06
0.0048000000000000004,1,5000000.0,2500,1,0.6,10,20,0,0,0,0.005086304166666666,0.005322371666666668,1.0637329931231883e-07,1.0882281510318838e-06
0.0048000000000000004,1,5000000.0,2500,1,0.6,10,30,0,0,0,0.004992788333333334,0.00496325,1.3802135032753622e-07,1.4926602841652172e-06
0.0048000000000000004,1,5000000.0,2500,1,0.6,10,40,0,0,0,0.005098990416666667,0.005342314583333333,1.027226316041667e-07,1.0272207249824277e-06
0.0048000000000000004,1,5000000.0,2500,1,0.6,10,60,0,0,0,0.007326090416666667,0.2685897916666667,6.918088128623191e-10,2.867773731884077e-08
0.0048000000000000004,1,5000000.0,2500,1,0.9,0.5,0,0,0,0,0.005207350833333333,0.005844639999999999,1.3095138225362339e-08,3.468133636521739e-08
0.0048000000000000004,1,5000000.0,2500,1,0.9,0.5,10,0,0,0,0.0052007725,0.005783799166666666,1.6080400915217377e-08,5.144309203405801e-08
0.0048000000000000004,1,5000000.0,2500,1,0.9,0.5,20,0,0,0,0.0052236154166666665,0.005837691249999999,1.2029160112862307e-08,7.63156638532609e-09
0.0048000000000000004,1,5000000.0,2500,1,0.9,0.5,30,0,0,0,0.005147655833333334,0.005598412083333333,3.06121445210145e-08,2.3304404240851454e-07
0.0048000000000000004,1,5000000.0,2500,1,0.9,0.5,40,0,0,0,0.004910017916666667,0.004660370416666667,9.150972099112321e-08,1.0560221482998188e-06
0.0048000000000000004,1,5000000.0,2500,1,0.9,0.5,60,0,0,0,0.005228896666666667,0.00584833375,1.1996412831884055e-08,3.5976800070652126e-09
0.0048000000000000004,1,5000000.0,2500,1,0.9,2,0,0,0,0,0.005199782916666667,0.005895157916666667,1.2721895491123159e-08,9.568148999818847e-09
0.0048000000000000004,1,5000000.0,2500,1,0.9,2,10,0,0,0,0.005224859583333334,0.005873869583333333,1.2149791178079703e-08,5.310479578079726e-09
0.0048000000000000004,1,5000000.0,2500,1,0.9,2,20,0,0,0,0.005187545,0.005734758749999999,2.1920760295652166e-08,1.0491596556793476e-07
0.0048000000000000004,1,5000000.0,2500,1,0.9,2,30,0,0,0,0.005157117916666666,0.00563839125,3.0732469104166663e-08,2.0552417721141295e-07
0.0048000000000000004,1,5000000.0,2500,1,0.9,2,40,0,0,0,0.005227035416666667,0.005849215416666667,1.1697679034601457e-08,4.265303295471013e-09
0.0048000000000000004,1,5000000.0,2500,1,0.9,2,60,0,0,0,0.005214160416666666,0.00578989625,1.5600900369384034e-08,2.1717357041847838e-08
0.0048000000000000004,1,5000000.0,2500,1,0.9,5,0,0,0,0,0.0051802062500000004,0.005745036666666667,2.3427184867934797e-08,1.6187986036231889e-07
0.0048000000000000004,1,5000000.0,2500,1,0.9,5,10,0,0,0,0.0052289375,0.00585396875,1.0369030549999992e-08,9.041633985326104e-09
0.0048000000000000004,1,5000000.0,2500,1,0.9,5,20,0,0,0,0.0052205333333333334,0.005791899583333333,1.3069144571014482e-08,3.449493704764493e-08
0.0048000000000000004,1,5000000.0,2500,1,0.9,5,30,0,0,0,0.005112235416666667,0.0053852875,6.588482603460146e-08,6.414907533239131e-07
0.0048000000000000004,1,5000000.0,2500,1,0.9,5,40,0,0,0,0.005233045833333334,0.0058447504166666666,1.0326143521014486e-08,5.61310312590579e-09
0.0048000000000000004,1,5000000.0,2500,1,0.9,5,60,0,0,0,0.005107767083333333,0.00538990125,6.765151141286234e-08,6.734930355853261e-07
0.0048000000000000004,1,5000000.0,2500,1,0.9,8,0,0,0,0,0.00519466,0.005747352916666667,2.4777613947826047e-08,1.8580759983894928e-07
0.0048000000000000004,1,5000000.0,2500,1,0.9,8,10,0,0,0,0.0052121912500000004,0.00579514625,1.4199620307065212e-08,6.56294168940217e-08
0.0048000000000000004,1,5000000.0,2500,1,0.9,8,20,0,0,0,0.0052413475,0.005844519166666666,9.677947123913054e-09,6.653177955797113e-09
0.0048000000000000004,1,5000000.0,2500,1,0.9,8,30,0,0,0,0.005182715,0.005628024166666666,3.024785995652175e-08,2.384156797644928e-07
0.0048000000000000004,1,5000000.0,2500,1,0.9,8,40,0,0,0,0.005246556666666666,0.00584998375,9.676587249275381e-09,3.4386884331521645e-09
0.0048000000000000004,1,5000000.0,2500,1,0.9,8,60,0,0,0,0.005210099166666667,0.005729219583333334,1.8116892268840602e-08,8.315240838677537e-08
0.0048000000000000004,1,5000000.0,2500,1,0.9,10,0,0,0,0,0.005079270833333333,0.005334988749999999,6.495082451231887e-08,6.299735383157609e-07
0.0048000000000000004,1,5000000.0,2500,1,0.9,10,10,0,0,0,0.005074965,0.005314885000000001,6.117327897391307e-08,5.966217121826087e-07
0.0048000000000000004,1,5000000.0,2500,1,0.9,10,20,0,0,0,0.005233200416666667,0.005832285833333333,1.013644286503622e-08,1.5950666007971028e-08
0.0048000000000000004,1,5000000.0,2500,1,0.9,10,30,0,0,0,0.005187703333333333,0.005636976249999999,2.9006640414492744e-08,2.3477647447663045e-07
0.0048000000000000004,1,5000000.0,2500,1,0.9,10,40,0,0,0,0.0051948125,0.005686808333333334,2.2674149871739118e-08,1.5724925732753622e-07
0.0048000000000000004,1,5000000.0,2500,1,0.9,10,60,0,0,0,0.0051980837500000005,0.005663994166666666,2.450174318967392e-08,1.680381183818841e-07
0.0067,1,5000000.0,2500,1,0.1,0.5,0,0,0,0,0.0052077375,0.005941355416666666,1.1481835480434775e-08,4.488434999818842e-09
0.0067,1,5000000.0,2500,1,0.1,0.5,10,0,0,0,0.005220572083333333,0.005909834166666667,1.11432290259058e-08,3.3183507905797095e-09
0.0067,1,5000000.0,2500,1,0.1,0.5,20,0,0,0,0.0052235791666666665,0.005884258333333333,1.131517258188406e-08,3.4137643884058024e-09
0.0067,1,5000000.0,2500,1,0.1,0.5,30,0,0,0,0.0052232025,0.005880618333333334,1.1744256628260889e-08,3.5441098057970927e-09
0.0067,1,5000000.0,2500,1,0.1,0.5,40,0,0,0,0.005221307083333334,0.005861287916666667,1.2066490569384048e-08,3.663120504166669e-09
0.0067,1,5000000.0,2500,1,0.1,0.5,60,0,0,0,0.004927246666666667,0.0047624237500000005,8.458327789275365e-08,9.807038291027174e-07
0.0067,1,5000000.0,2500,1,0.1,2,0,0,0,0,0.0281955,0.151864,0.0,0.0
0.0067,1,5000000.0,2500,1,0.1,2,10,0,0,0,0.028606499999999997,0.167725,1.256041268078632e-35,0.0
0.0067,1,5000000.0,2500,1,0.1,2,20,0,0,0,0.0268809,0.179866,0.0,0.0
0.0067,1,5000000.0,2500,1,0.1,2,30,0,0,0,0.0228308,0.18949000000000002,0.0,8.038664115703245e-34
0.0067,1,5000000.0,2500,1,0.1,2,40,0,0,0,0.0169504,0.19705000000000003,0.0,8.038664115703245e-34
0.0067,1,5000000.0,2500,1,0.1,2,60,0,0,0,0.005029675,0.05015918166666666,3.3228740965217405e-08,0.0006984642127940233
0.0067,1,5000000.0,2500,1,0.1,5,0,0,0,0,0.0610885,0.141139,0.0,0.0
0.0067,1,5000000.0,2500,1,0.1,5,10,0,0,0,0.0604782,0.15776,0.0,0.0
0.0067,1,5000000.0,2500,1,0.1,5,20,0,0,0,0.057480300000000005,0.172038,5.024165072314528e-35,0.0
0.0067,1,5000000.0,2500,1,0.1,5,30,0,0,0,0.05323,0.184423,0.0,0.0
0.0067,1,5000000.0,2500,1,0.1,5,40,0,0,0,0.0480226,0.195013,0.0,0.0
0.0067,1,5000000.0,2500,1,0.1,5,60,0,0,0,0.0354314,0.211074,0.0,0.0
0.0067,1,5000000.0,2500,1,0.1,8,0,0,0,0,0.080705,0.134204,0.0,0.0
0.0067,1,5000000.0,2500,1,0.1,8,10,0,0,0,0.0806527,0.152941,0.0,0.0
0.0067,1,5000000.0,2500,1,0.1,8,20,0,0,0,0.077645,0.16887299999999997,0.0,8.038664115703245e-34
0.0067,1,5000000.0,2500,1,0.1,8,30,0,0,0,0.072865,0.182665,0.0,0.0
0.0067,1,5000000.0,2500,1,0.1,8,40,0,0,0,0.0668759,0.194585,0.0,0.0
0.0067,1,5000000.0,2500,1,0.1,8,60,0,0,0,0.052429399999999994,0.21292600000000003,5.024165072314528e-35,8.038664115703245e-34
0.0067,1,5000000.0,2500,1,0.1,10,0,0,0,0,0.0911322,0.130414,0.0,0.0
0.0067,1,5000000.0,2500,1,0.1,10,10,0,0,0,0.0914734,0.1505,0.0,0.0
0.0067,1,5000000.0,2500,1,0.1,10,20,0,0,0,0.088565,0.16764499999999996,0.0,8.038664115703245e-34
0.0067,1,5000000.0,2500,1,0.1,10,30,0,0,0,0.0835578,0.182496,0.0,0.0
